"Id","SalePrice"
1642,252460.812044658
1643,245268.655265193
1644,256275.737501805
1645,173363.78212038
1646,156695.693088414
1647,172030.431768891
1648,131814.847125934
1649,125009.332058588
1650,108253.218419197
1651,112788.086835707
1652,90421.9544424606
1653,92688.6808248927
1654,145345.401306675
1655,149538.038292039
1656,138849.75243042
1657,145571.560205586
1658,147445.18208218
1659,126662.911763445
1660,141949.725538397
1661,365483.446057215
1662,353035.242343191
1663,363326.655987672
1664,436694.5336734
1665,320323.801811352
1666,304551.741831153
1667,325879.240236486
1668,338217.557762773
1669,309757.008667292
1670,338648.63059312
1671,250696.267595688
1672,352685.084419542
1673,285043.51599401
1674,254410.788634282
1675,198182.36110383
1676,195290.340127766
1677,206878.975001499
1678,425555.18747858
1679,338409.159951329
1680,320931.824400617
1681,274330.080101289
1682,299320.268432164
1683,192848.124638232
1684,193126.975613088
1685,185872.042810609
1686,181052.554590382
1687,194954.582447097
1688,201452.833977101
1689,211978.321671482
1690,201437.540534208
1691,194190.956196788
1692,256704.915309664
1693,197585.963491477
1694,166674.16842002
1695,165327.46049626
1696,264948.768111659
1697,165353.006593558
1698,327275.411317646
1699,316321.929544725
1700,255553.041040032
1701,278869.21084124
1702,247110.892556912
1703,239304.61159345
1704,285768.499133962
1705,258194.536719375
1706,388508.027864211
1707,221588.87862772
1708,214185.021682434
1709,284952.512483204
1710,232032.279065315
1711,265779.445475027
1712,262070.517638677
1713,266649.860667981
1714,238299.654628238
1715,220587.273234936
1716,184715.293445349
1717,186317.715718679
1718,137728.743515363
1719,232475.40028924
1720,273854.967942122
1721,187483.341552275
1722,123199.659671355
1723,152654.558028469
1724,215572.061150673
1725,233291.123396244
1726,189442.545566896
1727,150566.604347462
1728,207503.625442467
1729,156356.592848965
1730,171724.748070827
1731,122262.773172974
1732,112060.057364758
1733,111220.235328808
1734,102466.874864434
1735,114878.334942027
1736,106535.291848084
1737,314216.668855323
1738,246653.501062042
1739,270062.18791019
1740,195244.051575693
1741,176835.657485167
1742,175117.211909322
1743,193260.905386146
1744,329416.917279062
1745,241612.542065569
1746,260782.107280513
1747,221408.776234007
1748,209966.828773985
1749,166164.250607207
1750,155484.96208196
1751,238692.456906742
1752,118047.895310469
1753,155026.623552561
1754,195901.399966137
1755,171509.807411836
1756,115641.236047863
1757,114604.946642407
1758,150738.540425938
1759,162935.631394195
1760,165818.208748463
1761,141220.521781989
1762,180797.207433906
1763,199485.369942381
1764,118708.963811046
1765,194754.321530739
1766,179368.073425125
1767,197201.715752785
1768,141383.706951631
1769,176315.619063685
1770,159730.617452282
1771,122577.828365257
1772,160916.441633723
1773,113019.953235038
1774,151577.815204275
1775,139076.73641965
1776,139915.201606353
1777,103875.778709446
1778,140097.867502225
1779,137576.418270499
1780,189411.497979751
1781,134143.231657583
1782,62199.8258634033
1783,135718.598424963
1784,76814.7821257853
1785,122757.261844424
1786,98125.211433174
1787,187395.898270865
1788,61952.3809732037
1789,111478.954882476
1790,59889.773004087
1791,210109.236581805
1792,153241.744110317
1793,131809.382932576
1794,169035.499106974
1795,142590.2765617
1796,165839.270800279
1797,149691.504473923
1798,116650.374440542
1799,113117.795674925
1800,140975.399813111
1801,120105.804683007
1802,131911.005490812
1803,172306.369634823
1804,145528.980841192
1805,143289.353181043
1806,137593.086293827
1807,173533.022881417
1808,137139.380299792
1809,109179.161058794
1810,135443.082699396
1811,83413.8730889954
1812,111693.170924031
1813,116797.759459998
1814,86141.4952817462
1815,40351.9461944641
1816,89866.1233449044
1817,117159.662332756
1818,183558.888112744
1819,139106.882703408
1820,68272.7186729824
1821,92457.9443403386
1822,159003.288345206
1823,48430.2884213335
1824,153853.222944098
1825,137218.422671375
1826,108692.564358191
1827,86027.778952969
1828,132950.306731588
1829,137565.769495033
1830,151370.28454584
1831,155834.770525057
1832,106254.14609038
1833,162689.178085044
1834,138583.024306324
1835,132456.832907599
1836,140336.254181031
1837,68244.20147832
1838,112245.813877274
1839,63013.4621219288
1840,130168.060111159
1841,132252.12367392
1842,102502.170104674
1843,99581.4702899108
1844,144613.079038089
1845,128826.136928521
1846,141840.610134511
1847,195264.082115241
1848,11073.3401369069
1849,123920.885209788
1850,107602.367325125
1851,155691.903539908
1852,115703.014955577
1853,113421.299092385
1854,180766.299083594
1855,174888.420892951
1856,229313.425281143
1857,176152.457608168
1858,179053.010081929
1859,145493.953736959
1860,165837.61617626
1861,144213.160212815
1862,266598.27183398
1863,265577.470639921
1864,265587.115595023
1865,346734.474470788
1866,338010.205102397
1867,244715.123449633
1868,274626.93998423
1869,219307.753084508
1870,246909.732847911
1871,252576.168182481
1872,183261.447370911
1873,246746.002072992
1874,128130.263951968
1875,180608.845099656
1876,182244.481814797
1877,219202.913768095
1878,193906.601314622
1879,137541.611520378
1880,130873.018779983
1881,252690.696899311
1882,265869.094822371
1883,203111.655089239
1884,218052.675341773
1885,264546.489849706
1886,282380.411115583
1887,226081.508937043
1888,268795.423230507
1889,170396.392676211
1890,85190.5283033982
1891,128523.116909269
1892,88628.1887421512
1893,128252.491272824
1894,111096.933958515
1895,123865.066107663
1896,123074.602187348
1897,123800.920870429
1898,141623.720060394
1899,182071.82847358
1900,166952.595534574
1901,158188.386405728
1902,169996.702805251
1903,233720.871550338
1904,143346.278601036
1905,194661.946835796
1906,137902.085343215
1907,220244.132549326
1908,105075.628403887
1909,135864.241365149
1910,111342.740694555
1911,215673.225726101
1912,281033.469311956
1913,167513.068280804
1914,65003.9982067679
1915,309703.417977045
1916,62956.7329953054
1917,264187.154820471
1918,147697.459863029
1919,178894.432143372
1920,141534.21959966
1921,375040.356985588
1922,344346.67666935
1923,238879.221748463
1924,221782.245011756
1925,225724.435458111
1926,377402.654726538
1927,138620.13015399
1928,155162.350867371
1929,122452.39012925
1930,156059.923600668
1931,135062.20048435
1932,141378.390661027
1933,180680.773447848
1934,171112.194412659
1935,166695.436368137
1936,196447.065974537
1937,170509.250778624
1938,160041.476356123
1939,224415.048161527
1940,210225.98978316
1941,150886.420115237
1942,185170.929576293
1943,231522.225907814
1944,322567.928253555
1945,366178.716436179
1946,148205.595846325
1947,306544.156414053
1948,159140.63379993
1949,240228.786783026
1950,199218.752680272
1951,255073.261140373
1952,246376.21060715
1953,172878.852171384
1954,192591.764035347
1955,137003.168649429
1956,275045.279775977
1957,159065.31150169
1958,284641.857686507
1959,157490.754266005
1960,109712.034030201
1961,127921.260187316
1962,94958.7760121175
1963,105430.006428593
1964,93886.3134679278
1965,141725.363037766
1966,139360.896513581
1967,280299.686442819
1968,365739.468546702
1969,368201.666661399
1970,365628.450391387
1971,414596.217401175
1972,346069.567458281
1973,300867.814980975
1974,306996.914259833
1975,434742.167299011
1976,276558.691576924
1977,318108.270315594
1978,324554.227813372
1979,316359.738293543
1980,189459.337671252
1981,330926.929663557
1982,219679.224522701
1983,207257.563946973
1984,193081.888389201
1985,225821.666191194
1986,212773.352554827
1987,220050.819329158
1988,172815.305497529
1989,206526.680924891
1990,219478.636033394
1991,217742.635724456
1992,225906.811416127
1993,190219.557377244
1994,240844.296186901
1995,176912.018229811
1996,259373.829095432
1997,311484.120250099
1998,311005.388670408
1999,256035.642785754
2000,305155.98239294
2001,291034.147853077
2002,243290.114743881
2003,270966.090471166
2004,295113.039869327
2005,242343.638173304
2006,245007.492302314
2007,267979.927910784
2008,229160.127186276
2009,202202.562058739
2010,219171.098974974
2011,141204.943194667
2012,188605.167461439
2013,182752.636690919
2014,193674.863595567
2015,226784.737195867
2016,187661.747735607
2017,215030.496812442
2018,116333.319888679
2019,118837.877257245
2020,83440.6841105249
2021,88779.2503737686
2022,204567.519596283
2023,150848.802799771
2024,266721.10049979
2025,348485.847630592
2026,181353.073299616
2027,158081.435671525
2028,170089.715570367
2029,161314.376045581
2030,287634.565234688
2031,261713.479110276
2032,273262.95761568
2033,281954.948588172
2034,191709.816139358
2035,209482.935729289
2036,225043.160189612
2037,229135.71268385
2038,359837.375305555
2039,246649.191994232
2040,335473.436607426
2041,311748.442959213
2042,215924.101230828
2043,173240.015943027
2044,167022.260391284
2045,206757.338042615
2046,140295.638210781
2047,151391.890762009
2048,137024.991430294
2049,145491.950630689
2050,187807.32240487
2051,119919.304707259
2052,117598.338295307
2053,147514.54373628
2054,76507.1426302731
2055,169745.464645295
2056,154831.086118603
2057,127855.618871321
2058,205824.409576728
2059,133572.021178449
2060,168420.66148167
2061,195790.651750392
2062,132115.801683025
2063,124384.138687786
2064,141415.769285492
2065,133260.137238991
2066,184697.708317839
2067,147639.593881323
2068,150369.484140476
2069,84134.8779974102
2070,105311.003502721
2071,64031.5833988667
2072,145607.356996759
2073,144306.699904601
2074,176649.726642207
2075,165503.908423345
2076,112211.963152573
2077,151625.674300151
2078,128838.914598322
2079,156407.997134249
2080,123332.086640964
2081,147371.412485035
2082,133005.477409543
2083,162190.343438836
2084,106436.832798745
2085,104564.178139909
2086,119864.591753779
2087,121345.517232309
2088,114226.403456144
2089,81731.9519312295
2090,142724.105759099
2091,72069.2441361579
2092,130208.44936914
2093,157692.758209345
2094,141346.685236361
2095,122436.883191336
2096,97525.5839799166
2097,100394.782726153
2098,143650.095499377
2099,22369.3671996403
2100,78280.5093195557
2101,114903.804695826
2102,142292.136310655
2103,100360.508753713
2104,151874.236154284
2105,128997.51946537
2106,68145.3889914101
2107,208737.080487567
2108,92484.3957294074
2109,93175.7143643408
2110,123340.73602671
2111,164204.45546084
2112,134640.157899027
2113,125539.696246559
2114,121915.385441404
2115,159615.93168237
2116,103584.447197939
2117,146032.748154517
2118,130400.747363401
2119,109067.487624217
2120,106907.57853171
2121,72965.853096215
2122,88658.8409176594
2123,74527.0158496026
2124,181369.084287036
2125,147662.837428838
2126,166225.586296765
2127,166598.06853041
2128,144575.675929741
2129,114864.748697009
2130,126410.292170833
2131,113201.758169876
2132,119256.294305341
2133,121995.284119221
2134,110559.783572464
2135,88615.0586559541
2136,69002.8239863102
2137,90909.4614098107
2138,127238.33696223
2139,143913.540681528
2140,127354.199271328
2141,153198.767941617
2142,113875.317970076
2143,137228.178029694
2144,102596.811187216
2145,122698.929215382
2146,153773.449975165
2147,160937.394552101
2148,131633.649342311
2149,140387.174590666
2150,227798.495316392
2151,129885.465519993
2152,141913.544535119
2153,165352.372851476
2154,98820.0645272657
2155,132018.669942168
2156,250662.471996016
2157,235981.152564396
2158,240761.9257782
2159,236954.020752138
2160,199817.39022715
2161,251375.893514897
2162,338113.35752462
2163,330867.551905369
2164,254924.472319371
2165,233085.386597219
2166,138973.88897849
2167,227322.039321181
2168,174977.115122557
2169,214268.954215074
2170,224189.865289398
2171,160501.700010156
2172,133493.049706265
2173,157068.383786199
2174,225086.339658635
2175,292861.967909919
2176,291702.922557135
2177,233490.470902642
2178,243012.224826456
2179,147280.872411793
2180,212866.855791038
2181,202893.247970755
2182,211301.446800009
2183,205569.176037913
2184,109477.961148869
2185,126907.641988928
2186,143447.283475237
2187,146902.968501746
2188,153016.160307323
2189,306833.165001502
2190,54734.9428645132
2191,78246.581004333
2192,64199.6910028664
2193,100620.729575377
2194,80308.8663422936
2195,98810.7368269203
2196,95404.6301663399
2197,111862.38119138
2198,162907.463386692
2199,180239.351886995
2200,157313.973895115
2201,174456.486884725
2202,225446.947482884
2203,174407.137644095
2204,178301.42943363
2205,145993.639475721
2206,157396.06788076
2207,221135.744891834
2208,239833.392034885
2209,202273.31689728
2210,108798.944181
2211,113028.530203941
2212,113048.560394667
2213,96595.7710508509
2214,136961.67953283
2215,98018.1483838822
2216,147064.263564229
2217,35392.1454306734
2218,102643.005596026
2219,87272.7190082414
2220,51089.9840932988
2221,309703.417977045
2222,257126.062183665
2223,255655.812195836
2224,219854.932218758
2225,146926.428490032
2226,174980.061397078
2227,229263.885820786
2228,280934.197557218
2229,278735.716906273
2230,157604.76676301
2231,246928.973400018
2232,184223.405710363
2233,219491.995411411
2234,265802.569012509
2235,230658.224216688
2236,273305.875124323
2237,303287.812945383
2238,211868.439102471
2239,99416.0970082671
2240,139817.470114719
2241,147119.691587535
2242,102338.919927691
2243,108116.765514204
2244,80474.2559431192
2245,83518.9088522356
2246,149781.242446897
2247,93807.6334245953
2248,122705.69583634
2249,126974.678816228
2250,129349.33168453
2251,133777.304402361
2252,178652.269241975
2253,149881.82394082
2254,177011.320991004
2255,174822.011056924
2256,200719.862206838
2257,200428.485605316
2258,170748.710883088
2259,170297.250041433
2260,165906.435077278
2261,212299.718023378
2262,239761.303773715
2263,323666.15730528
2264,365670.448318687
2265,172615.339023796
2266,283795.018725176
2267,326407.833156761
2268,397242.318799552
2269,143763.873629297
2270,201314.289473328
2271,215870.547226304
2272,205043.450207701
2273,174507.479127752
2274,176015.393080522
2275,145137.890095239
2276,201212.424660786
2277,174263.695301831
2278,148576.900028264
2279,144972.435823564
2280,108187.839068623
2281,160521.11685409
2282,165151.426536027
2283,100640.396462559
2284,118073.172464281
2285,137703.333158465
2286,125057.577502813
2287,370240.059819333
2288,271196.564321908
2289,333184.562545977
2290,409828.402565416
2291,314668.741065271
2292,402982.249554503
2293,415932.747076867
2294,358456.327946458
2295,424261.005134548
2296,272923.454429521
2297,343649.527912684
2298,339809.832480405
2299,338196.83209935
2300,306499.488211236
2301,303145.002694316
2302,254923.559687492
2303,251511.847954254
2304,263779.665418095
2305,204523.136949095
2306,195354.697653084
2307,197095.512471919
2308,228410.84803628
2309,293869.835577418
2310,218012.361283322
2311,207562.037865618
2312,187933.528969966
2313,176843.330877094
2314,193027.049666958
2315,186140.272511554
2316,204767.228547961
2317,194642.146933087
2318,199816.534693782
2319,203936.155373441
2320,197927.366201418
2321,253999.166055812
2322,213382.579591078
2323,207834.99220294
2324,179928.768475657
2325,228033.754097232
2326,189983.673659493
2327,214077.970570976
2328,232789.182892045
2329,173048.667749732
2330,175685.20370925
2331,321912.286830721
2332,370779.383725793
2333,314033.693308792
2334,263663.34668284
2335,267891.060274378
2336,311474.911752177
2337,218822.004488019
2338,280085.345656964
2339,236367.033909009
2340,401659.833373514
2341,226588.391528531
2342,264959.97630681
2343,244079.545422974
2344,234358.642902284
2345,251720.8923249
2346,237876.301853297
2347,216927.119669956
2348,277054.981555752
2349,176731.772278999
2350,306494.343411492
2351,286182.067215576
2352,268944.769551897
2353,245024.206787294
2354,136485.052935265
2355,163526.130201922
2356,149762.289468039
2357,197450.855222442
2358,200172.347660189
2359,126437.508125489
2360,107188.952146888
2361,127637.657267017
2362,270820.213272623
2363,146648.45837928
2364,158642.177985404
2365,238948.818320048
2366,209355.748599746
2367,230324.459256568
2368,211965.167839994
2369,228617.687153203
2370,159129.302074044
2371,176694.406641416
2372,211062.36285028
2373,268855.502990976
2374,294354.600207275
2375,257978.935020884
2376,290699.484692291
2377,350776.423274367
2378,147846.727058586
2379,201814.408565373
2380,147200.295850935
2381,166014.171987115
2382,207077.210066566
2383,195725.306165635
2384,239203.323511804
2385,160562.195974315
2386,145202.564075359
2387,141985.98432348
2388,123979.330621548
2389,132422.815245324
2390,148196.278203145
2391,137079.824104321
2392,110072.799487092
2393,171022.681061921
2394,161322.581085918
2395,194547.31244504
2396,158974.468216006
2397,210434.140081557
2398,130262.840060622
2399,75773.9653172312
2400,36153.1974585575
2401,102460.732137477
2402,128723.074958487
2403,145443.743606634
2404,156831.369030458
2405,161476.431891289
2406,149101.108605755
2407,118578.435923512
2408,147116.390217385
2409,121958.25553028
2410,188310.215573719
2411,119412.936319749
2412,170597.037107495
2413,129949.491081148
2414,154403.994022565
2415,136798.037589992
2416,142099.845320263
2417,146285.132894643
2418,138022.689844519
2419,112682.976677515
2420,125730.424788827
2421,142364.655383045
2422,102732.100136656
2423,101518.977535665
2424,129152.910304917
2425,219300.830046905
2426,112361.074546006
2427,134145.198984771
2428,204653.184037151
2429,100698.074150077
2430,147540.937412509
2431,120406.936610987
2432,135427.408002253
2433,132162.34604333
2434,125782.566678858
2435,151566.329781296
2436,114544.883283945
2437,102352.230490335
2438,125119.424164481
2439,105232.472877975
2440,135623.2363077
2441,99841.0681937272
2442,95198.2689594358
2443,112590.721171578
2444,128126.806425785
2445,98889.4958908981
2446,126172.188508871
2447,210657.145372184
2448,133696.348733658
2449,121427.779551305
2450,157514.875999967
2451,134955.746442638
2452,204345.991474005
2453,89495.5764746967
2454,103244.686945977
2455,109119.593662291
2456,130373.644116232
2457,113064.064311343
2458,127382.197743454
2459,88947.1788599922
2460,144068.395022025
2461,113563.227811095
2462,120601.610191424
2463,134461.456519959
2464,167590.995936296
2465,146214.079993559
2466,109604.912144535
2467,159009.266708227
2468,83983.4965196711
2469,81257.8227599093
2470,189582.371901021
2471,197787.084595602
2472,181818.652215762
2473,79488.9311883133
2474,80811.6021194731
2475,212510.73002917
2476,105806.518465037
2477,98471.2868850209
2478,130529.94575145
2479,106385.604831499
2480,131955.407670328
2481,131396.062671304
2482,100411.297651542
2483,109023.847056417
2484,119189.15111743
2485,121422.582826279
2486,118619.620246369
2487,202012.605520382
2488,152179.20745856
2489,164222.335537895
2490,132636.310913104
2491,90517.4891928607
2492,199352.893769829
2493,157573.976545899
2494,156856.148547326
2495,108799.499680586
2496,232395.065754909
2497,167986.913966698
2498,114650.184193664
2499,80933.2231819922
2500,97392.0013539102
2501,124730.910520986
2502,142012.156728883
2503,105878.684829638
2504,170794.916158123
2505,230177.253674985
2506,265839.232669581
2507,288454.268866874
2508,265779.21010933
2509,220796.982685314
2510,223576.024686472
2511,186634.581308382
2512,231434.680129279
2513,227642.141135884
2514,308326.417988179
2515,134348.690195018
2516,168901.746012385
2517,128034.433562213
2518,138542.147775921
2519,241814.17502188
2520,204968.464283091
2521,201552.616926265
2522,226899.984018973
2523,131499.38101617
2524,138270.874215425
2525,138109.377999309
2526,147085.879717728
2527,133640.349697559
2528,129797.245204852
2529,151461.933418503
2530,135167.024702954
2531,257379.132989669
2532,223290.129249738
2533,213922.482416843
2534,261283.157360697
2535,289646.512849661
2536,229361.112478711
2537,253903.989018022
2538,202242.468705677
2539,210258.744111371
2540,180964.308728446
2541,194194.193720562
2542,160382.891040394
2543,119230.348770032
2544,113440.241688943
2545,126457.509062644
2546,114663.136288612
2547,140941.599004967
2548,162796.52195357
2549,131258.596667993
2550,595660.543277286
2551,137425.226165319
2552,118626.433916491
2553,68145.1959660875
2554,79428.561469406
2555,111481.249335988
2556,83620.9816839997
2557,92474.48799687
2558,146131.067576337
2559,160707.882313886
2560,162190.035327631
2561,156771.227930529
2562,164178.199070511
2563,158082.492842845
2564,211154.103003608
2565,145876.981643093
2566,164047.530300582
2567,133406.126808866
2568,213859.393554126
2569,191391.892074567
2570,108062.005045619
2571,173023.633371279
2572,163839.360296667
2573,209756.147821416
2574,323992.137354609
2575,143545.865852167
2576,115694.670701311
2577,148337.048130255
2578,88220.8714528194
2579,24832.3051567581
2580,110450.209586807
2581,100553.794073643
2582,124580.150209363
2583,280180.746986456
2584,184551.820658495
2585,173636.024570038
2586,215912.263287027
2587,196879.965289448
2588,158315.820467637
2589,159807.24367432
2590,228011.825818175
2591,251576.56832409
2592,236817.949976481
2593,284815.142797671
2594,199087.367787641
2595,242105.560617353
2596,303131.980763869
2597,181795.425617545
2598,292633.672447976
2599,364049.107131615
2600,185434.601112819
2601,142696.357857601
2602,68668.2032658007
2603,80350.9311634208
2604,62168.6683282502
2605,64960.7232857324
2606,156031.163239616
2607,223604.803480323
2608,220582.920464667
2609,146659.263499684
2610,113457.003914699
2611,141743.838365387
2612,149985.084440229
2613,125400.617104777
2614,122168.660719963
2615,176206.503356196
2616,152432.455507719
2617,196113.427994311
2618,190191.699831236
2619,200109.716382193
2620,178965.268113364
2621,165276.644399592
2622,177607.857605155
2623,241253.654737832
2624,268696.838706886
2625,273199.610636079
2626,156023.939051795
2627,173649.815580101
2628,388275.336028217
2629,453396.730541374
2630,347232.042138987
2631,417801.759116571
2632,365372.256205194
2633,289170.769426302
2634,378487.419509045
2635,161974.188905542
2636,182777.578967756
2637,204121.4007558
2638,271499.971384388
2639,194546.73956287
2640,162275.356836429
2641,115113.427079643
2642,174314.059747199
2643,100535.522395735
2644,100021.71543978
2645,93034.8734827437
2646,88794.8635247709
2647,107377.642773224
2648,134233.925229947
2649,151846.540409219
2650,134340.173645151
2651,133984.86633187
2652,354860.79723547
2653,263622.084745215
2654,246183.590377369
2655,371663.886185
2656,331966.497207424
2657,363018.556634182
2658,307583.615515834
2659,317165.104235163
2660,330838.497150257
2661,360782.940690803
2662,359524.830706372
2663,276785.369001471
2664,286922.598553061
2665,316854.608029884
2666,293665.323258738
2667,181767.316191631
2668,203591.715217238
2669,197856.066596713
2670,293318.542309625
2671,206084.585700038
2672,207643.375433471
2673,212794.065393485
2674,202266.9159088
2675,195282.533204923
2676,213045.135072371
2677,185887.62847342
2678,265384.778271329
2679,277557.802893344
2680,287008.329880624
2681,372182.987350944
2682,313710.972568298
2683,440010.398795576
2684,319593.025842227
2685,335112.587608651
2686,268417.668223491
2687,287785.187294
2688,250369.179584069
2689,234901.465786476
2690,363687.789798215
2691,197350.114726395
2692,144207.225778327
2693,223052.696820329
2694,149534.374325861
2695,204855.422319242
2696,199034.551935047
2697,176206.454907703
2698,191915.959309758
2699,167390.753110774
2700,149255.715884368
2701,161179.610839624
2702,108628.023459088
2703,147952.871806395
2704,120066.41676803
2705,107829.681872993
2706,102526.186026464
2707,113407.695536446
2708,113077.421158761
2709,96970.580753692
2710,116073.876697576
2711,324983.011700581
2712,345762.260167763
2713,175974.368886026
2714,168455.595690715
2715,173487.090092785
2716,166517.946397931
2717,210605.627033715
2718,236889.331017017
2719,121169.862025571
2720,177163.833707374
2721,137654.362961123
2722,174470.850821859
2723,162360.445830603
2724,134220.369152481
2725,134912.731907973
2726,139412.897168657
2727,140340.585725725
2728,185580.445442077
2729,144741.947499969
2730,136850.680612631
2731,133186.594914105
2732,122012.077053187
2733,154636.47260707
2734,149845.380864244
2735,142288.521562832
2736,138600.590324825
2737,119710.251141737
2738,138147.236849625
2739,153238.020556229
2740,137991.58985609
2741,150295.175075868
2742,161171.658860684
2743,158391.766264786
2744,162403.424920808
2745,142003.224521114
2746,126454.260080234
2747,189199.988914363
2748,116251.370807374
2749,123293.54636953
2750,134943.901927892
2751,122558.420176615
2752,206909.944256151
2753,140345.343954853
2754,185246.420098196
2755,148551.634103145
2756,68153.4010225718
2757,88484.6004704573
2758,58280.1089511836
2759,150684.708895662
2760,118591.255934135
2761,157579.633789254
2762,150306.671247097
2763,171486.234530378
2764,176311.155024392
2765,266205.496524042
2766,129592.986362189
2767,91232.4442710722
2768,119738.93857443
2769,133495.551203935
2770,165200.34542529
2771,115293.935971461
2772,106294.328093077
2773,153363.375873993
2774,131902.62078733
2775,106490.68399918
2776,155529.414511658
2777,159769.544066268
2778,135985.987658987
2779,95245.2823769587
2780,104862.691555734
2781,91449.1108017829
2782,82990.7219151032
2783,89610.1591993692
2784,96556.2866906806
2785,142076.472700594
2786,53611.1607683117
2787,123760.263656059
2788,56150.8279911979
2789,180410.664387014
2790,91511.8001033249
2791,106934.538577614
2792,61498.2787170428
2793,149335.941992592
2794,56013.4447163156
2795,121021.074374581
2796,95004.043686059
2797,196537.510106359
2798,99037.3650996667
2799,111393.663558795
2800,82018.5151769268
2801,104355.32571909
2802,124388.856416793
2803,154120.637954646
2804,137177.470618277
2805,104213.72741281
2806,107148.087435692
2807,165406.636863195
2808,146216.837498774
2809,122663.70242166
2810,102944.358331301
2811,159146.237425212
2812,149321.529179691
2813,146117.98457376
2814,148338.10315981
2815,84359.8253827444
2816,247458.786823573
2817,174206.555015987
2818,112309.257598279
2819,204926.486391877
2820,134364.054095567
2821,101291.842218501
2822,181147.745977685
2823,282996.137162571
2824,165716.388691655
2825,142038.019353643
2826,120033.285030096
2827,146687.96083729
2828,235958.853741933
2829,221542.330820127
2830,230728.149554013
2831,194323.757492505
2832,230927.811379368
2833,296553.252314595
2834,243562.580736044
2835,227719.756256444
2836,214308.15362822
2837,173059.157504329
2838,129398.132926455
2839,168661.473118949
2840,191331.438215922
2841,216031.249754362
2842,232914.761346883
2843,174136.633337124
2844,190827.421702763
2845,114877.614078203
2846,221546.243069064
2847,189717.033792633
